,Title,Year Published,Min Players,Max Players,Best Players,Play Time,Age,Complexity,Designers,Artists,Publishers,Categories,Mechanisms
1647,Thebes: The Tomb Raiders,(2013),2,4,4,"[30, 30]",8,2.07,[Peter Prinz],"[Michael Menzel, Christof Tisch]",[Queen Games],"[Card Game, Exploration, Travel]","[Card Drafting, Set Collection, Time Track]"
1648,Tiny Epic Defenders,(2015),1,4,none,"[30, 30]",13,1.78,[Scott Almes],"[William Bricker, Darrell Louder, Ian Rosenthaler]","[(Web published), Gamelyn Games, Giochix.it]","[Fantasy, Medieval]","[Action Point Allowance System, Area Control / Area Influence, Campaign / Battle Card Driven, Co-operative Play, Variable Player Powers]"
1649,"Warhammer 40,000 (fifth edition)",(2008),2,12,2,"[60, 60]",––,3.74,[Alessio Cavatore],[Robin Carey],[Games Workshop Ltd.],"[Fighting, Miniatures, Science Fiction]","[Dice Rolling, Modular Board, Variable Player Powers]"
1650,The Werewolves of Miller's Hollow: The Village,(2009),8,18,12–18,"[30, 30]",8,1.74,"[Philippe des Pallières, Hervé Marly]",[Alexios Tjoyas],"[999 Games, Asmodee, Lui-même, Pro Ludo]","[Bluffing, Deduction, Horror, Murder/Mystery, Party Game]","[Partnerships, Role Playing, Variable Player Powers, Voting]"
1651,Asia Engulfed,(2007),2,2,2,"[480, 480]",12,3.79,"[Jesse Evans, Rick Young]","[Rodger B. MacGowan, Mark Simonitch]",[GMT Games],"[Wargame, World War II]","[Area Control / Area Influence, Area Movement, Dice Rolling, Secret Unit Deployment]"
1652,The Dwarf King,(2011),3,5,4,"[40, 40]",10,1.45,[Bruno Faidutti],[Christophe Swal],"[Delta Vision Publishing, Devir, Galápagos Jogos, Giochi Uniti, Hobby Japan, IELLO, Smart Ltd]","[Card Game, Fantasy]",[Trick-taking]
1653,Australia,(2005),2,5,4,"[60, 90]",10,2.41,"[Michael Kiesling, Wolfgang Kramer]",[Harald Lieske],"[Ravensburger Spieleverlag GmbH, Rio Grande Games]","[Aviation / Flight, Exploration]","[Action Point Allowance System, Area Control / Area Influence, Area Movement, Card Drafting, Hand Management]"
1654,Afrika (second edition),(2006),2,2,2,"[360, 360]",14,2.66,[Dean Essig],"[Nicolás Eskubi, Dean Essig]",[Multi-Man Publishing],"[Wargame, World War II]","[Dice Rolling, Hex-and-Counter, Simulation]"
1655,Rapa Nui,(2011),2,4,2,"[40, 40]",10,2.06,[Klaus-Jürgen Wrede],[Katja Miller],[KOSMOS],"[Card Game, Economic]","[Card Drafting, Hand Management, Stock Holding]"
1656,Oh Hell!,(1930),3,7,5–6,"[30, 30]",10,1.81,[Geoffrey Mott-Smith],[],"[(Public Domain), Cadaco, Heraclio Fournier, University Games]",[Card Game],[Trick-taking]
1657,La Granja: No Siesta,(2016),1,4,none,"[30, 45]",10,2.27,"[Andreas ""ode."" Odendahl]",[Harald Lieske],"[ADC Blackfire Entertainment GmbH, Stronghold Games]","[Dice, Farming]",[Dice Rolling]
1658,Marvel Dice Masters: The Amazing Spider-Man,(2015),2,2,2,"[60, 60]",14,2.00,"[Mike Elliott, Eric M. Lang]",[],[WizKids],"[Collectible Components, Comic Book / Strip, Dice, Fighting]","[Deck / Pool Building, Dice Rolling, Variable Player Powers]"
1659,Escape from Atlantis,(1986),2,4,4,"[60, 60]",8,1.57,[Julian Courtland-Smith],[Julian Courtland-Smith],"[Damm / Egmont, Hasbro, Joker, MIKA, Parker Brothers, Parker Spiele, Schmidt France, Schmidt Spiele, Selecta Spel en Hobby, Waddington's Games, Inc.]","[Adventure, Nautical]",[Modular Board]
1660,Gobblet,(2000),2,2,2,"[20, 20]",7,1.88,[Thierry Denoual],[],"[Blue Orange (EU), Blue Orange Games, Foxgames (Poland), Gigamic, HUCH! & friends, Ludens Spirit]","[Abstract Strategy, Memory]","[Pattern Building, Pattern Recognition]"
1661,Praetor,(2014),2,5,none,"[75, 75]",12,2.97,[Andrei Novac],"[David J. Coffey, Agnieszka Kopera, David Szilagyi]","[NSKN Games, BoardM Factory, Éditions Sans-Détour, Granna, Heidelberger Spieleverlag, Lex Games, Play & Win, Spiral Galaxy Games, テンデイズゲームズ (Ten Days Games)]","[Ancient, City Building, Economic]","[Modular Board, Tile Placement, Variable Player Powers, Worker Placement]"
1662,Rolling Freight,(2012),2,5,3–4,"[120, 180]",13,3.04,[Kevin G. Nunn],[Jim Maxwell],[APE Games],"[Dice, Trains, Transportation]","[Action Point Allowance System, Card Drafting, Dice Rolling, Pick-up and Deliver, Route/Network Building, Simulation]"
1663,Sunrise City,(2012),2,4,3–4,"[60, 60]",10,2.33,[Isaias Vallejo],"[Christopher Kirkman, Sarah ""Chip"" Nixon]","[Clever Mojo Games, Game Salute]",[City Building],"[Auction/Bidding, Card Drafting, Tile Placement, Variable Player Powers]"
1664,Fürstenfeld,(2010),2,5,none,"[60, 60]",13,2.47,[Friedemann Friese],"[Fréderic Bertrand, Lars-Arne ""Maura"" Kalusky]","[2F-Spiele, Arclight, Rio Grande Games]","[Economic, Farming, Medieval]","[Commodity Speculation, Hand Management]"
1665,Monopoly Deal Card Game,(2008),2,5,4,"[15, 15]",8,1.33,[(Uncredited)],[],"[ASS Altenburger Spielkarten, Basic Fun, Inc., Cartamundi, Copag - Cia. Paulista de Artes Gráficas, Funskool Games, Hasbro, Parker Brothers]","[Card Game, Economic]","[Hand Management, Set Collection]"
1666,Urbion,(2012),1,2,1,"[15, 15]",13,1.88,[Shadi Torbey],[Élise Plessis],"[Filosofia Éditions, Z-Man Games]","[Card Game, Fantasy]",[Co-operative Play]
1667,Escape: Zombie City,(2014),2,4,4,"[15, 15]",10,1.78,[Kristian Amundsen Østby],[Marko Fiedler],[Queen Games],"[Real-time, Zombies]","[Co-operative Play, Dice Rolling, Pick-up and Deliver]"
1668,Midgard,(2007),3,5,5,"[60, 60]",12,2.37,[Eric M. Lang],"[John Gravato, George Wu]",[Z-Man Games],"[Medieval, Mythology]","[Area Control / Area Influence, Card Drafting, Hand Management, Memory, Set Collection]"
1669,Malifaux,(2009),2,2,2,"[Time:, Time:]",––,3.32,"[Nathan Caroland, Eric Johns, Dan Weber]",[Melvin de Voor],[Wyrd Miniatures],"[Collectible Components, Horror, Miniatures]","[Hand Management, Variable Player Powers]"
1670,The Settlers of Canaan,(2002),2,4,4,"[60, 60]",7,2.34,[Klaus Teuber],"[Tanja Donner, Doug Gray]","[Cactus Game Design, Diehl Medien, Uljö]","[Ancient, Civilization, Religious]","[Hand Management, Set Collection, Trading]"
1671,Rockwell,(2013),2,4,4,"[90, 90]",14,3.23,[Bruno Crépeault],[Yuio],[Sit Down!],"[Economic, Exploration, Industry / Manufacturing, Number]","[Area Control / Area Influence, Area Movement, Modular Board, Worker Placement]"
1672,Asgard,(2012),2,4,4,"[60, 120]",12,3.76,[Pierluca Zizzi],[Mariano Iannelli],"[What's Your Game?, hobbity.eu, Hutter Trade GmbH + Co KG, IELLO, uplay.it edizioni]","[Ancient, Mythology]","[Simultaneous Action Selection, Variable Phase Order, Worker Placement]"
1673,El Caballero,(1998),2,4,none,"[90, 90]",13,3.20,"[Wolfgang Kramer, Richard Ulrich]",[Doris Matthäus],"[999 Games, Hans im Glück Verlags-GmbH, Rio Grande Games]",[Exploration],"[Area Control / Area Influence, Tile Placement]"
1674,PAX,(2011),1,4,4,"[30, 30]",10,2.16,[Bernd Eisenstein],[Klemens Franz],[Irongames],"[Ancient, Card Game]","[Area Control / Area Influence, Card Drafting, Hand Management, Set Collection]"
1675,Castle Dice,(2013),1,4,4,"[45, 45]",10,2.28,[Luke Peterschmidt],[],[Fun to 11],"[Dice, Medieval]","[Dice Rolling, Set Collection]"
1676,Coyote,(2003),3,6,6,"[20, 30]",10,1.20,[Spartaco Albertarelli],"[Angélique Renier, Tansan & Co., Chiara Vercesi, Angelo Zucca]","[Four Esses, Gigamic, HomoLudicus, Kaissa Chess & Games, Kidultgame, Korea Boardgames co., Ltd., New Games Order, LLC, Oliphante, Swan Panasia Co., Ltd., Tilsit]","[Bluffing, Card Game, Deduction, Party Game]",[]
1677,Rum & Pirates,(2006),2,5,4,"[60, 60]",9,1.95,[Stefan Feld],[Claus Stephan],"[alea, Ravensburger Spieleverlag GmbH, Rio Grande Games]","[Dice, Miniatures, Pirates]","[Action Point Allowance System, Dice Rolling, Modular Board]"
1678,Raj,(1988),2,5,5,"[20, 20]",8,1.20,[Alex Randolph],"[Wilfried Gebhard, Björn Pertoft, Frantz Rey, Tobias Schweiger, Th. A. Weiss]","[AMIGO Spiel + Freizeit GmbH, Asmodee, Corfix, Dal Negro, F.X. Schmid, Gigamic, Möbius Games, Morapiaf, Ravensburger Spieleverlag GmbH, Waddington's Games, Inc., Winning Moves Games (USA)]","[Animals, Bluffing, Card Game]",[Simultaneous Action Selection]
1679,Poseidon's Kingdom,(2011),2,4,3–4,"[45, 45]",10,2.41,"[Gordon Lamont, Fraser Lamont]","[Judith Lamont, Dann May]","[Fragor Games, Game Salute]","[Animals, Dice, Mythology]","[Area Movement, Dice Rolling, Tile Placement]"
1680,Colonia,(2009),3,6,4,"[120, 120]",12,3.14,[Dirk Henn],"[Marko Fiedler, Claus Stephan]",[Queen Games],"[Economic, Medieval]","[Auction/Bidding, Set Collection, Voting, Worker Placement]"
1681,Tales & Games: The Three Little Pigs,(2013),2,5,4,"[20, 20]",7,1.17,[Laurent Pouchain],[Xavier Collette],"[Albi, Asmodee, Asterion Press, Delta Vision Publishing, GoKids 玩樂小子, HomoLudicus, IELLO, Lex Games, Portal Games, Purple Brain Creations]","[Animals, Children's Game, Dice, Novel-based]","[Dice Rolling, Press Your Luck, Take That]"
1682,Billabong,(1995),2,4,4,"[30, 30]",10,1.97,[Eric Solomon],"[Ralf E. Kahlert, Alvin Madden, Franz Vohwinkel]","[AMIGO Spiel + Freizeit GmbH, franjos Spieleverlag, SimplyFun]","[Abstract Strategy, Animals, Racing]",[Grid Movement]
1683,The Manhattan Project: Chain Reaction,(2016),1,5,none,"[30, 40]",12,1.88,[James Mathe],"[Clay Gardner, Sergi Marcet]",[Minion Games],"[Card Game, Industry / Manufacturing, World War II]",[Hand Management]
1684,String Railway,(2009),2,5,4,"[30, 30]",8,1.45,[Hisashi Hayashi],"[Franck Dion, Ryo Nyamo, Jaouen Salaun]","[Asmodee, FoxMind, Japon Brand, OKAZU Brand]","[Territory Building, Trains]",[Route/Network Building]
1685,Richelieu,(2003),2,2,2,"[45, 45]",12,1.92,[Michael Schacht],[Oliver Freudenreich],[Ravensburger Spieleverlag GmbH],[Card Game],"[Card Drafting, Set Collection]"
1686,1835,(1990),3,7,none,"[360, 360]",16,3.97,"[Michael Meier-Bachl, Francis Tresham]","[(Uncredited), Bernd Brunnhofer]","[Hans im Glück Verlags-GmbH, Mayfair Games]","[Economic, Trains]","[Auction/Bidding, Route/Network Building, Stock Holding]"
1687,Breaking Away,(1991),2,9,6,"[60, 90]",10,2.28,[John Harrington],[],"[Fiendish Games, New Games Order, LLC]","[Abstract Strategy, Racing, Sports]",[]
1688,Ghost Fightin' Treasure Hunters,(2013),2,4,4,"[30, 30]",8,1.65,[Brian Yu],[Pierô],[Mattel],"[Adventure, Fantasy]","[Co-operative Play, Dice Rolling, Roll / Spin and Move]"
1689,Malifaux (second edition),(2013),2,2,2,"[90, 120]",––,3.83,"[Matt Anderson, Nathan Caroland, Redd Cohen, Aaron Darland, Justin Gibbs, David Hanold, Eric Johns, Mack Martin, Dan Weber]",[],[Wyrd Miniatures],"[Collectible Components, Fantasy, Horror, Miniatures, Science Fiction]","[Action Point Allowance System, Area Control / Area Influence, Hand Management, Variable Player Powers]"
1690,Best Treehouse Ever,(2015),2,4,4,"[20, 20]",8,1.44,[Scott Almes],[Adam P. McIver],"[2Geeks, Green Couch Games, IGames, Kanga Games, Nasza Księgarnia]",[Card Game],"[Card Drafting, Pattern Building]"
1691,Council of Verona,(2013),2,5,3,"[20, 20]",13,1.35,[Michael Eskue],"[Darrell Louder, Adam P. McIver, Peter Wocken]","[Crash Games, Ferti, Heidelberger Spieleverlag, Hobby World]","[Bluffing, Card Game, Deduction, Novel-based, Renaissance]","[Auction/Bidding, Card Drafting, Hand Management]"
1692,Aquädukt,(2005),2,4,4,"[30, 30]",8,1.70,[Bernhard Weber],"[Claus Stephan, Mirko Suzuki]","[Schmidt Spiele, Überplay]","[City Building, Dice]","[Dice Rolling, Press Your Luck, Route/Network Building, Tile Placement]"
1693,Ladies & Gentlemen,(2013),4,10,6–8,"[30, 30]",14,2.02,[Loïc Lamy],[Mélanie Fuentes],"[Asmodee, Libellud]","[Humor, Party Game, Post-Napoleonic, Real-time]","[Card Drafting, Partnerships, Set Collection, Simultaneous Action Selection]"
1694,Confucius,(2008),3,5,4,"[100, 100]",12,3.72,[Alan Paull],"[Tony Boydell, Charlie Paull]","[JKLM Games, Surprised Stare Games Ltd]",[Political],"[Action Point Allowance System, Area Control / Area Influence]"
1695,Codenames: Deep Undercover,(2016),4,8,6,"[15, 30]",18,1.50,[Vlaada Chvátil],[Tomáš Kučerovský],[Czech Games Edition],"[Deduction, Mature / Adult, Party Game, Spies/Secret Agents, Word Game]","[Memory, Partnerships, Pattern Recognition, Press Your Luck]"
1696,SPQR,(1992),2,2,2,"[240, 240]",13,3.70,"[Richard H. Berg, Mark Herman]","[Rodger B. MacGowan, Mark Simonitch]","[GMT Games, Oriflam]","[Ancient, Wargame]",[Hex-and-Counter]
1697,Close Action,(1997),2,30,31+,"[240, 240]",12,3.47,[Mark A. Campbell],[Tom Hannah],[Clash of Arms Games],"[Age of Reason, American Revolutionary War, Napoleonic, Nautical, Wargame]","[Action / Movement Programming, Simultaneous Action Selection]"
1698,Imagine,(2015),3,8,4–6,"[30, 30]",12,1.11,"[藤田 真吾 (Shingo Fujita), Shotaro Nakashima, 大木基至 (Motoyuki Ohki), Hiromi Oikawa]",[Shintaro Ono (大野 森太郎)],"[Broadway Toys LTD, Cocktail Games, Galápagos Jogos, Gamewright, HUCH! & friends, Moonster Games, REBEL.pl, ボドゲイム (Bodogeimu)]",[Party Game],"[Acting, Partnerships]"
1699,Streetcar,(1995),2,5,4,"[60, 60]",10,2.07,[Stefan Dorra],"[Chris Vande Voort, Franz Vohwinkel]","[Goldsieber Spiele, Mayfair Games, Nelospelit, Noris Spiele, Olsen]","[Racing, Trains, Transportation]","[Route/Network Building, Tile Placement]"
1700,David & Goliath,(1998),3,6,4,"[60, 60]",8,1.62,[Reinhard Staupe],"[Alexander Bradley, Oliver Freudenreich]","[Berliner Spielkarten, Pegasus Spiele, Playroom Entertainment, Wargames Club Publishing]",[Card Game],[Trick-taking]
1701,Axis & Allies Naval Miniatures: War at Sea,(2007),2,2,2,"[60, 60]",12,2.08,"[Richard Baker, Mike Elliott]","[Langdon Foss, Keven Smith]",[Avalon Hill (Hasbro)],"[Collectible Components, Dice, Miniatures, Nautical, Wargame, World War II]","[Dice Rolling, Grid Movement]"
1702,Saint Malo,(2012),2,5,2,"[45, 45]",9,1.91,"[Inka Brand, Markus Brand]","[Julien Delval, Harald Lieske]","[alea, Ravensburger Spieleverlag GmbH]","[City Building, Dice]","[Dice Rolling, Line Drawing]"
1703,Shanghaien,(2008),2,2,2,"[20, 20]",8,1.46,"[Roman Pelek, Michael Schacht]",[Christian Fiore],[ABACUSSPIELE],[Pirates],"[Dice Rolling, Set Collection]"
1704,Ultimate Warriorz,(2011),2,8,4–5,"[30, 30]",8,1.26,[Guillaume Blossier],[Jean-Baptiste Reynaud],"[Matagot, Pulsar Games, REBEL.pl]","[Fantasy, Fighting, Humor, Party Game]","[Dice Rolling, Grid Movement, Hand Management, Player Elimination, Simultaneous Action Selection, Variable Player Powers]"
1705,War of 1812,(1973),2,2,2,"[90, 90]",12,2.06,"[Tom Dalgliesh, Lance Gutteridge]",[Eric Hotz],"[Columbia Games, Gamma Two Games]","[American Indian Wars, Napoleonic, Wargame]","[Dice Rolling, Point to Point Movement, Secret Unit Deployment]"
1706,Deadwood,(2011),2,5,5,"[60, 60]",13,2.17,[Loïc Lamy],"[Miguel Coimbra, Nicolas Fructus, Édouard Guiton, Goulven Quentel]","[Dust Games, Edge Entertainment, Fantasy Flight Games, Galakta, Giochi Uniti, Heidelberger Spieleverlag, Stratelibri]","[American West, City Building]","[Dice Rolling, Worker Placement]"
1707,Get Bit!,(2007),3,6,5–6,"[20, 20]",7,1.13,[Dave Chalker],"[Xavier Collette, Vincent Poulard, Gavin Schmitt]","[Asmodee, Asterion Press, Bombyx, Broadway Toys LTD, Hobby World, Mayday Games, Robot Martini, Inc., Swan Panasia Co., Ltd.]","[Animals, Bluffing, Racing]","[Hand Management, Player Elimination, Simultaneous Action Selection]"
1708,Rory's Story Cubes,(2005),1,12,2–4,"[20, 20]",8,1.16,[Rory O'Connor],[Rory O'Connor],"[Brain Games, The Creativity Hub, Gamewright, Gém Klub Kft., Gigamic, HUCH! & friends, Kadon Enterprises, MINDOK, REBEL.pl]",[Dice],"[Co-operative Play, Dice Rolling, Pattern Recognition, Storytelling]"
1709,Smash Up: Munchkin,(2015),2,4,2–3,"[45, 45]",12,2.18,[],"[Kali Fitzgerald, John Kovalic, Angga Satriohadi, Francisco Rico Torres]","[Alderac Entertainment Group (AEG), Hobby World, IELLO, Pegasus Spiele, Steve Jackson Games]","[Card Game, Fantasy, Humor]","[Area Control / Area Influence, Hand Management, Take That, Variable Player Powers]"
1710,Star Trek: Expeditions,(2011),1,4,none,"[60, 60]",14,2.42,[Reiner Knizia],"[Chris Raimo, Ed Repka]",[WizKids],"[Adventure, Movies / TV / Radio theme, Science Fiction, Space Exploration]","[Co-operative Play, Variable Player Powers]"
1711,Was sticht?,(1993),3,4,4,"[60, 60]",12,2.42,[Karl-Heinz Schmiel],[Ralf E. Kahlert],"[Moskito Spiele, New Games Order, LLC]","[Card Game, Deduction]","[Card Drafting, Trick-taking]"
1712,Conquest of the Fallen Lands,(2005),3,5,3,"[90, 90]",10,2.36,[Andrei Burago],[Josh Cappel],"[Assa Games, Neskuchnie igri (Нескучные игры)]","[Fantasy, Medieval]","[Area Enclosure, Modular Board]"
1713,Cards Against Humanity,(2009),4,30,6–8,"[30, 30]",17,1.26,"[Josh Dillon, Daniel Dranove, Eli Halpern, Ben Hantoot, David Munk, David Pinsof, Max Temkin, Eliot Weinstein]",[],"[(Self-Published), (Web published), Bureau De Juegos]","[Card Game, Humor, Mature / Adult, Party Game, Print & Play]","[Hand Management, Simultaneous Action Selection]"
1714,King Me!,(2004),3,6,5,"[30, 30]",8,1.23,[Stefano Luperto],"[Daniele Barletta, David Cochard]","[dV Giochi, Edge Entertainment, Hobby World, Jolly Thinkers, Mayfair Games, Ravensburger Spieleverlag GmbH, Tilsit]","[Bluffing, Deduction, Renaissance]",[Voting]
1715,Formula Motor Racing,(1995),3,6,6,"[20, 20]",8,1.19,[Reiner Knizia],"[Niklas Böwer, Rodger B. MacGowan]","[Egmont Polska, Gibsons Games, GMT Games, Die Spiegelburg]","[Card Game, Dice, Racing]","[Dice Rolling, Hand Management]"
1716,Entdecker,(1996),2,4,3–4,"[60, 60]",10,2.24,[Klaus Teuber],"[Andreas Steiner, Franz Vohwinkel]","[999 Games, Goldsieber Spiele, Mayfair Games]",[Exploration],"[Area Control / Area Influence, Modular Board, Tile Placement]"
1717,Fresh Fish,(1997),2,5,4,"[60, 60]",12,3.05,[Friedemann Friese],"[Angela Gaalema, Wolfgang Lock]","[2F-Spiele, Plenary Games]",[City Building],[Tile Placement]
1718,Eggs and Empires,(2014),2,6,4,"[25, 25]",8,1.30,"[Ben Pinchback, Matt Riddle]",[Cristian Chihaia],[Eagle-Gryphon Games],"[Bluffing, Card Game, Deduction, Fantasy]","[Auction/Bidding, Hand Management, Simultaneous Action Selection]"
1719,Rail Baron,(1977),3,6,3–4,"[240, 240]",10,2.28,"[R. S. Erickson, Thomas F. Erickson, Jr.]",[],[Avalon Hill],"[Economic, Trains, Transportation]",[Roll / Spin and Move]
1720,Panzer Leader,(1974),2,2,2,"[90, 90]",12,3.11,"[Dave Clark (I), Randall C. Reed, Nick Smith (I)]","[W. Scott Moores, Randall C. Reed]",[Avalon Hill],"[Wargame, World War II]","[Dice Rolling, Hex-and-Counter, Modular Board]"
1721,Ruse & Bruise,(2006),2,6,none,"[30, 30]",8,1.89,[Lutz Stepponat],"[Julien Delval, Christof Tisch]","[999 Games, Albi, Filosofia Éditions, Hans im Glück Verlags-GmbH, MINDOK, Rio Grande Games]","[Card Game, Medieval]",[]
1722,Dust,(2007),2,6,6,"[240, 240]",12,2.61,"[Spartaco Albertarelli, Angelo Zucca]","[Davide Fabbri, Paolo Parente, Alessia Zambonin]","[Dust Games, Edge Entertainment, Editrice Giochi, Fantasy Flight Games, Heidelberger Spieleverlag]","[Miniatures, Science Fiction, Wargame]","[Area Control / Area Influence, Dice Rolling, Point to Point Movement, Simultaneous Action Selection, Variable Player Powers]"
1723,Anachrony,(2017),1,4,none,"[60, 120]",15,3.68,"[Richard Amann, Viktor Peter, Dávid Turczi]","[Villő Farkas, László Fejes, Laslo Forgach, Márton Gyula Kiss, Péter Meszlényi]",[Mindclash Games],"[Economic, Science Fiction]","[Variable Player Powers, Worker Placement]"
1724,Pinochle,(1904),2,4,4,"[45, 45]",10,2.33,[(Uncredited)],[],"[(Public Domain), Arrco Playing Card Co., Jax, Ltd., Nürnberger-Spielkarten-Verlag, Piatnik, Russell Manufacturing Company, The United States Playing Card Company, Waddington's Games, Inc., Watkins Strathmore]",[Card Game],"[Auction/Bidding, Trick-taking]"
1725,Resident Evil Deck Building Game,(2010),1,4,4,"[30, 30]",13,2.28,[Tylar Allinder],[Jak L. Hueng],[Bandai (バンダイ)],"[Card Game, Horror, Video Game Theme, Zombies]","[Card Drafting, Deck / Pool Building, Variable Player Powers]"
1726,Triumvirate,(2009),2,2,2,"[15, 15]",12,1.93,[Travis Worthington],"[Luis Francisco, Pedro Vergani, Travis Worthington]",[Indie Boards & Cards],"[Ancient, Bluffing, Card Game, Deduction]","[Card Drafting, Trick-taking]"
1727,Longhorn,(2013),2,2,2,"[15, 15]",8,1.77,[Bruno Cathala],[Vincent Dutrait],"[Blue Orange (EU), Blue Orange Games, HUCH! & friends]","[Abstract Strategy, American West, Animals]","[Area Control / Area Influence, Grid Movement, Set Collection]"
